ID,Longitude,Latitude,ag30,F030,Tcs30,ag50,F050,Tcs50,ag72,F072,Tcs72,ag101,F0101,Tcs101,ag140,F0140,Tcs140,ag201,F0201,Tcs201,ag475,F0475,Tcs475,ag975,F0975,Tcs975,ag2475,F02475,Tcs2475
10007,6.748225,45.84826,0.030647,2.3926,0.199,0.039405,2.4482,0.22027,0.0479,2.393,0.24278,0.056091,2.4445,0.2487,0.065463,2.4581,0.25712,0.07743,2.4429,0.26201,0.11414,2.3868,0.2736,0.15296,2.3518,0.2821,0.22107,2.2686,0.29531
10008,6.81972,45.8522,0.032088,2.3874,0.20293,0.041456,2.4308,0.22265,0.05029,2.3888,0.24334,0.058561,2.4605,0.25039,0.068788,2.4448,0.25812,0.080817,2.4459,0.26221,0.11797,2.3937,0.27561,0.15794,2.3485,0.2839,0.22744,2.2507,0.30106
10009,6.891132,45.85609,0.033362,2.3935,0.20523,0.043426,2.4125,0.23418,0.05232,2.3998,0.24265,0.060856,2.4615,0.25204,0.071469,2.4447,0.25838,0.08393,2.4439,0.26366,0.12075,2.4039,0.27735,0.1622,2.3375,0.28585,0.23084,2.26,0.30289
10010,6.962605,45.85994,0.034473,2.3998,0.20691,0.045119,2.4005,0.23583,0.05408,2.4125,0.24183,0.063248,2.4477,0.25342,0.073846,2.4476,0.25927,0.086744,2.4484,0.26414,0.12499,2.3876,0.27847,0.16724,2.3231,0.28736,0.23355,2.2854,0.30391
10011,7.034051,45.86375,0.035374,2.4054,0.20809,0.046471,2.3931,0.23704,0.0555,2.4189,0.24684,0.065156,2.4417,0.25428,0.075803,2.4517,0.25994,0.089313,2.443,0.26525,0.12901,2.3757,0.27888,0.17242,2.3104,0.28838,0.23686,2.3082,0.30419
10012,7.105528,45.86752,0.036012,2.4098,0.20885,0.047381,2.3901,0.23779,0.05641,2.4184,0.24784,0.06633,2.4358,0.25746,0.076937,2.4526,0.26128,0.091068,2.4347,0.2666,0.13142,2.3697,0.27972,0.17297,2.3344,0.28994,0.23354,2.3683,0.30401
10013,7.177008,45.87124,0.036375,2.4139,0.20928,0.047818,2.3936,0.23794,0.05678,2.42,0.24881,0.066681,2.4282,0.25932,0.077141,2.4482,0.26359,0.090409,2.4594,0.26848,0.12863,2.4233,0.28153,0.16716,2.4107,0.29151,0.22456,2.4494,0.30422
10014,7.248435,45.87493,0.036472,2.4176,0.20934,0.047819,2.4003,0.23784,0.05666,2.4289,0.24877,0.066337,2.4231,0.26126,0.076588,2.4376,0.26686,0.089435,2.4539,0.2722,0.1247,2.4765,0.28365,0.15974,2.4944,0.29324,0.2129,2.5442,0.30443
10015,7.319813,45.87858,0.036316,2.4206,0.20909,0.047435,2.4086,0.23758,0.05612,2.4385,0.24844,0.065451,2.4385,0.2593,0.075489,2.4375,0.26872,0.087837,2.4447,0.27616,0.12179,2.4929,0.28614,0.15574,2.5194,0.295,0.20827,2.5613,0.30516
10016,7.391329,45.88218,0.035906,2.4231,0.20857,0.046666,2.4189,0.23703,0.05517,2.4478,0.24291,0.06401,2.4563,0.25925,0.073829,2.4537,0.26885,0.08559,2.4621,0.27703,0.1184,2.49,0.29051,0.15125,2.5336,0.29763,0.20274,2.573,0.30718
10017,7.462846,45.88575,0.035273,2.425,0.20724,0.045566,2.4333,0.23526,0.05386,2.456,0.24278,0.062073,2.4755,0.25901,0.071644,2.4693,0.26883,0.082678,2.4857,0.27749,0.11437,2.4986,0.293,0.14583,2.5353,0.30164,0.19534,2.5845,0.31023
10018,7.534288,45.88927,0.034454,2.4257,0.205,0.044212,2.4489,0.23244,0.05227,2.4626,0.2422,0.05983,2.4957,0.25792,0.069089,2.4842,0.26827,0.0794,2.5093,0.2771,0.10971,2.5161,0.29426,0.1396,2.556,0.30138,0.1858,2.6114,0.314
10019,7.605888,45.89274,0.033493,2.4251,0.20299,0.042689,2.465,0.22196,0.05055,2.4656,0.24043,0.057915,2.5007,0.25534,0.066417,2.5005,0.26628,0.076478,2.5151,0.27539,0.10506,2.5288,0.29531,0.13401,2.5504,0.30469,0.1782,2.6184,0.31692
10020,7.677386,45.89618,0.032305,2.4155,0.20091,0.040961,2.4719,0.22127,0.04863,2.4551,0.24009,0.055822,2.4977,0.25389,0.063535,2.5141,0.26517,0.073377,2.5186,0.27443,0.1002,2.5423,0.29453,0.12829,2.5475,0.30655,0.17147,2.6031,0.31865
10021,7.748938,45.89957,0.030817,2.4045,0.1989,0.038982,2.4679,0.21974,0.04638,2.4354,0.2399,0.053348,2.4726,0.24766,0.060093,2.5099,0.2653,0.069618,2.5088,0.2759,0.094762,2.5357,0.29458,0.12048,2.5588,0.3065,0.16119,2.5973,0.32072
10022,7.820416,45.90293,0.029277,2.3987,0.19835,0.037093,2.4584,0.21752,0.04346,2.4596,0.2383,0.050335,2.4617,0.24677,0.056936,2.4962,0.26441,0.065168,2.5126,0.27656,0.08802,2.5347,0.29576,0.11126,2.5691,0.3078,0.14744,2.6117,0.32364
10023,7.891997,45.90623,0.027559,2.4285,0.19509,0.035087,2.4619,0.21561,0.0405,2.4917,0.22829,0.047086,2.4645,0.24684,0.053439,2.4984,0.26076,0.060423,2.5352,0.27689,0.080711,2.5716,0.29421,0.10114,2.6085,0.30921,0.13269,2.656,0.32602
10024,7.96353,45.9095,0.025889,2.4639,0.19029,0.033142,2.4651,0.2123,0.03824,2.5004,0.22574,0.04398,2.4869,0.24607,0.050055,2.4999,0.25316,0.056643,2.5397,0.27283,0.074716,2.5882,0.29255,0.092564,2.6347,0.30894,0.11937,2.7066,0.32843
10025,8.035042,45.91273,0.024256,2.4808,0.17769,0.031253,2.4683,0.20875,0.03617,2.503,0.22254,0.041026,2.5166,0.2346,0.046847,2.4996,0.25345,0.053119,2.5445,0.26761,0.06931,2.5995,0.29334,0.084973,2.6595,0.3085,0.10875,2.7482,0.33014
10026,8.106653,45.91591,0.022669,2.52,0.1752,0.029418,2.4773,0.20425,0.03416,2.5077,0.22,0.038612,2.5336,0.23243,0.043782,2.5164,0.25334,0.049784,2.5423,0.26063,0.064388,2.6116,0.29379,0.078493,2.6876,0.30829,0.099579,2.7907,0.3311
10027,8.178242,45.91906,0.021193,2.5377,0.17385,0.027631,2.4873,0.19939,0.03221,2.5134,0.21763,0.036495,2.5387,0.23005,0.040822,2.5503,0.25151,0.046624,2.5427,0.26128,0.059907,2.637,0.29153,0.0733,2.6939,0.30889,0.092353,2.8149,0.33157
10028,8.249832,45.92216,0.019797,2.5632,0.15264,0.025918,2.5002,0.19852,0.03033,2.5169,0.21378,0.034469,2.5422,0.22781,0.038461,2.5677,0.23913,0.04363,2.554,0.26095,0.056434,2.6363,0.28823,0.068547,2.7003,0.30797,0.085868,2.832,0.33189
10029,8.321424,45.92522,0.018685,2.5652,0.15343,0.024334,2.5286,0.18406,0.0286,2.5211,0.20905,0.032594,2.5469,0.22432,0.036451,2.5728,0.23515,0.040827,2.5791,0.2573,0.053188,2.6318,0.28746,0.064198,2.7107,0.3077,0.080032,2.8451,0.33041
10030,8.393064,45.92823,0.0177,2.5676,0.15408,0.022903,2.5256,0.1845,0.02703,2.5411,0.20286,0.030895,2.5509,0.21991,0.034569,2.5756,0.23144,0.038583,2.5934,0.25368,0.050157,2.6388,0.28324,0.060198,2.7216,0.30669,0.075354,2.8451,0.32691
10031,8.464614,45.93121,0.016846,2.57,0.15502,0.02162,2.5197,0.18556,0.02561,2.5528,0.19914,0.029262,2.5648,0.2154,0.032764,2.5858,0.22812,0.036643,2.6104,0.2401,0.047309,2.65,0.28013,0.05696,2.7281,0.30399,0.070977,2.8442,0.3235
10032,8.536236,45.93414,0.0161,2.573,0.1548,0.020472,2.5325,0.18549,0.02421,2.5678,0.19587,0.027722,2.5885,0.21101,0.031107,2.6075,0.22468,0.034858,2.6306,0.23699,0.044673,2.6526,0.28084,0.053958,2.734,0.30234,0.066895,2.8499,0.32225
10033,8.607903,45.93703,0.015372,2.5799,0.15562,0.019475,2.5606,0.16411,0.02298,2.5389,0.19238,0.026377,2.6051,0.20778,0.02966,2.6215,0.22274,0.033297,2.6358,0.2365,0.042381,2.6468,0.28434,0.05132,2.7327,0.30262,0.063304,2.8622,0.32321
10034,8.679482,45.93988,0.014997,2.5641,0.15627,0.018902,2.5427,0.16567,0.02212,2.52,0.19408,0.025374,2.5972,0.20696,0.028516,2.6181,0.22203,0.032017,2.6358,0.23556,0.040534,2.6519,0.28402,0.049177,2.7212,0.30243,0.060412,2.867,0.32487
10035,8.751153,45.94268,0.014695,2.5705,0.15638,0.018571,2.5471,0.16528,0.02157,2.5327,0.19287,0.024769,2.6081,0.20399,0.027853,2.6186,0.22011,0.03127,2.6243,0.23608,0.039378,2.6462,0.28479,0.047656,2.7063,0.30706,0.058562,2.8519,0.32936
10036,8.822737,45.94546,0.014556,2.5775,0.15647,0.018386,2.5447,0.16541,0.02129,2.5251,0.19241,0.024441,2.6077,0.20156,0.027478,2.6243,0.21735,0.030843,2.6334,0.23481,0.038828,2.642,0.28461,0.046857,2.6913,0.30806,0.057614,2.8247,0.32913
10037,8.894389,45.94818,0.014574,2.5888,0.1558,0.018327,2.5545,0.16493,0.02127,2.5208,0.19176,0.02438,2.6033,0.19996,0.027386,2.6202,0.21576,0.030717,2.6343,0.23298,0.03862,2.6497,0.2823,0.046559,2.6909,0.30372,0.05728,2.8209,0.32562
10038,8.966065,45.95086,0.014744,2.6012,0.15544,0.01844,2.5677,0.16458,0.02139,2.5329,0.19097,0.024565,2.6032,0.19885,0.027577,2.6142,0.21455,0.030888,2.6261,0.23114,0.038746,2.6459,0.28006,0.046754,2.6761,0.30284,0.057549,2.7991,0.32631
10039,9.037764,45.9535,0.015067,2.6075,0.15557,0.018726,2.5787,0.16449,0.02172,2.5478,0.19018,0.024857,2.618,0.19721,0.027889,2.6229,0.21247,0.031248,2.6272,0.22912,0.039201,2.6357,0.27938,0.047316,2.6622,0.30169,0.05804,2.7894,0.32571
10040,9.109421,45.9561,0.015519,2.6099,0.15616,0.01917,2.5868,0.16475,0.02227,2.5614,0.18977,0.025391,2.6316,0.19616,0.028409,2.6368,0.21141,0.031752,2.6414,0.22781,0.039684,2.6493,0.27905,0.048027,2.6753,0.30079,0.058935,2.7982,0.32514
10041,9.181059,45.95866,0.016072,2.6129,0.15693,0.019753,2.5961,0.16505,0.02303,2.5746,0.19009,0.026164,2.6443,0.19643,0.029191,2.6507,0.21127,0.032545,2.6563,0.22713,0.040652,2.6562,0.2814,0.049293,2.6899,0.30176,0.060557,2.8138,0.32366
10042,9.252826,45.96116,0.016745,2.6136,0.15777,0.020604,2.5973,0.16465,0.02399,2.5874,0.19058,0.02717,2.6512,0.19797,0.030236,2.6618,0.21291,0.033633,2.6695,0.22721,0.042238,2.6663,0.27967,0.05117,2.7258,0.29744,0.063263,2.8227,0.32093
10043,9.324468,45.96364,0.017501,2.6145,0.15865,0.021686,2.6034,0.18291,0.02515,2.5975,0.19095,0.028404,2.6409,0.2025,0.031541,2.6607,0.21653,0.035017,2.6781,0.2297,0.044389,2.685,0.27699,0.053695,2.7378,0.29679,0.067031,2.8202,0.31766
10044,9.396173,45.96607,0.018338,2.6145,0.1593,0.022923,2.6073,0.18351,0.0265,2.6304,0.19124,0.029854,2.6344,0.20761,0.03309,2.6548,0.22056,0.036676,2.6732,0.24236,0.047077,2.6906,0.27614,0.056822,2.7302,0.29722,0.071808,2.816,0.31592
10045,9.46784,45.96846,0.019239,2.6135,0.15934,0.024276,2.5873,0.18601,0.02798,2.6105,0.19643,0.031454,2.627,0.21259,0.034805,2.6473,0.22473,0.038518,2.666,0.24654,0.050118,2.6782,0.27869,0.060412,2.7255,0.29711,0.07723,2.7938,0.31498
10046,9.539571,45.97081,0.02023,2.6165,0.15867,0.025685,2.5573,0.18855,0.02952,2.6099,0.20177,0.033117,2.6265,0.21662,0.036587,2.6412,0.2286,0.040601,2.6568,0.24921,0.053286,2.6669,0.28089,0.065069,2.689,0.29973,0.083547,2.758,0.31525
10047,9.611262,45.97311,0.021463,2.6003,0.15742,0.027098,2.5467,0.19993,0.03106,2.6095,0.20558,0.034775,2.6262,0.21893,0.03836,2.6393,0.23079,0.043249,2.6241,0.2501,0.056383,2.6639,0.28306,0.06963,2.6697,0.29861,0.090258,2.7273,0.31555
10048,9.682976,45.97537,0.022669,2.5692,0.17814,0.028467,2.5865,0.19181,0.03254,2.6097,0.2086,0.036366,2.6261,0.22142,0.040075,2.6434,0.24017,0.045752,2.6213,0.25001,0.059223,2.6657,0.28471,0.073735,2.6642,0.29804,0.096078,2.709,0.31521
10049,9.75467,45.9776,0.0238,2.5425,0.18014,0.029734,2.5864,0.19552,0.03391,2.6087,0.21119,0.037816,2.6257,0.22356,0.042194,2.6166,0.2421,0.047964,2.6243,0.24852,0.062158,2.6532,0.2855,0.077128,2.6625,0.29891,0.10076,2.7035,0.3146
10050,9.826388,45.97977,0.024816,2.5322,0.18169,0.03085,2.584,0.19896,0.03509,2.6085,0.21336,0.03907,2.6248,0.22508,0.043981,2.6073,0.24278,0.049804,2.6266,0.25373,0.064699,2.644,0.28564,0.079747,2.6638,0.3003,0.1047,2.6943,0.31431
10051,9.898167,45.98191,0.025682,2.5307,0.18245,0.031777,2.5824,0.20172,0.03606,2.6072,0.21453,0.04011,2.627,0.22598,0.04538,2.603,0.24304,0.051218,2.6282,0.25701,0.066557,2.6448,0.28558,0.081967,2.6568,0.30074,0.10726,2.6958,0.31465
10052,9.969908,45.984,0.026374,2.5277,0.18326,0.032491,2.5825,0.20383,0.03679,2.6054,0.21566,0.041112,2.6133,0.23387,0.046362,2.604,0.2432,0.052178,2.6294,0.25838,0.067706,2.647,0.28617,0.083264,2.6654,0.29905,0.10855,2.7049,0.3173
10053,10.04165,45.98605,0.026899,2.5232,0.18414,0.033007,2.5808,0.20522,0.0373,2.6033,0.21674,0.04178,2.6041,0.23496,0.046987,2.6042,0.24381,0.052755,2.6303,0.26008,0.068296,2.6493,0.287,0.083825,2.6713,0.30306,0.10898,2.7155,0.32057
10054,10.11345,45.98806,0.027294,2.5173,0.18514,0.033382,2.5781,0.20647,0.03766,2.6007,0.21797,0.042236,2.597,0.23765,0.047406,2.6031,0.24462,0.053134,2.6298,0.26193,0.068666,2.6501,0.28847,0.084183,2.6774,0.30496,0.10934,2.7207,0.32279
10055,10.18516,45.99002,0.027602,2.5093,0.19634,0.033676,2.5745,0.20772,0.03795,2.5967,0.21931,0.042605,2.5896,0.2392,0.047765,2.5998,0.25021,0.053483,2.6272,0.26533,0.069116,2.6478,0.28968,0.084791,2.6792,0.30666,0.11233,2.6717,0.32728
10056,10.25693,45.99195,0.027857,2.499,0.19804,0.033936,2.5694,0.20903,0.03821,2.5917,0.22049,0.042974,2.5803,0.24106,0.048163,2.5938,0.25461,0.053911,2.6217,0.26679,0.069808,2.6415,0.29113,0.08614,2.665,0.30872,0.11476,2.6529,0.32725
10057,10.3287,45.99384,0.028099,2.4862,0.19994,0.034209,2.5626,0.2102,0.03851,2.5845,0.22159,0.043422,2.5679,0.24323,0.048673,2.5851,0.25645,0.054491,2.6133,0.26786,0.07083,2.6313,0.29451,0.088708,2.6292,0.31022,0.11615,2.6908,0.32591
10058,10.40051,45.99567,0.028357,2.511,0.19055,0.034528,2.5541,0.20993,0.03887,2.576,0.23151,0.043991,2.5526,0.24487,0.049332,2.5744,0.25789,0.05525,2.603,0.27169,0.072514,2.6065,0.29536,0.089924,2.6573,0.31245,0.12398,2.6244,0.32261
10059,10.47224,45.99747,0.028635,2.5016,0.19074,0.034886,2.5447,0.21045,0.03928,2.567,0.2324,0.04466,2.5343,0.24611,0.050107,2.5607,0.26213,0.056091,2.5912,0.27712,0.073786,2.609,0.29917,0.096951,2.5659,0.30883,0.13126,2.5673,0.32327
10060,10.54405,45.99923,0.028803,2.498,0.19076,0.035235,2.5343,0.21198,0.03963,2.5595,0.23462,0.045149,2.5247,0.2538,0.050608,2.5587,0.26732,0.05678,2.5835,0.2788,0.078429,2.5445,0.29566,0.099207,2.598,0.30996,0.13938,2.5285,0.31855
10061,10.61587,46.00094,0.028856,2.5019,0.19222,0.035378,2.5384,0.21199,0.03989,2.5583,0.23584,0.045588,2.5196,0.25887,0.051125,2.5541,0.27154,0.058033,2.5693,0.28115,0.079228,2.6284,0.29021,0.1027,2.6178,0.2949,0.14202,2.5653,0.31441
10062,10.68759,46.00262,0.028913,2.5049,0.1924,0.035474,2.5439,0.21216,0.04013,2.5579,0.23928,0.046042,2.5144,0.26298,0.051881,2.5374,0.27421,0.059282,2.5673,0.28492,0.07998,2.6788,0.28652,0.10818,2.5504,0.29493,0.14825,2.5086,0.31361
10063,10.75941,46.00425,0.028977,2.5076,0.19265,0.035571,2.5482,0.21439,0.0403,2.5606,0.24317,0.046462,2.5089,0.26764,0.052816,2.5353,0.2778,0.059624,2.6493,0.2781,0.080758,2.7161,0.28544,0.10935,2.5505,0.29582,0.15208,2.5075,0.31118
10064,10.83118,46.00584,0.029048,2.5103,0.19363,0.035667,2.5513,0.21787,0.04047,2.5614,0.24743,0.046823,2.5034,0.27009,0.053052,2.5564,0.27944,0.059979,2.675,0.2767,0.081765,2.705,0.2871,0.11015,2.5499,0.29832,0.15355,2.512,0.31275
10065,10.90302,46.00738,0.029129,2.5139,0.19478,0.035763,2.5539,0.22943,0.04063,2.5613,0.25013,0.047045,2.5104,0.27115,0.053237,2.5868,0.27804,0.060747,2.6596,0.27741,0.082742,2.6789,0.2906,0.11055,2.5419,0.31102,0.15397,2.5149,0.31587
10066,10.97482,46.00888,0.029226,2.519,0.19666,0.035868,2.5566,0.23229,0.04079,2.5612,0.25636,0.047199,2.5216,0.27431,0.053385,2.6015,0.27844,0.061045,2.6614,0.27867,0.082947,2.6729,0.29393,0.11062,2.5459,0.31383,0.1535,2.5205,0.32007
10067,11.04663,46.01035,0.029353,2.5257,0.19931,0.035998,2.5603,0.23504,0.04098,2.5616,0.25742,0.047367,2.5311,0.27731,0.053532,2.6074,0.27998,0.061218,2.6676,0.28022,0.082671,2.6801,0.297,0.11049,2.5506,0.31729,0.15234,2.5288,0.32504
10068,11.11843,46.01177,0.029533,2.5337,0.20155,0.036183,2.5653,0.23765,0.04125,2.562,0.259,0.047603,2.5374,0.27925,0.053738,2.6056,0.28255,0.061313,2.6747,0.2831,0.082294,2.684,0.3113,0.11037,2.554,0.32144,0.15076,2.5423,0.33032
10069,11.19019,46.01315,0.029793,2.5429,0.20371,0.036462,2.5721,0.23964,0.04166,2.5627,0.26283,0.048321,2.5278,0.28031,0.054261,2.6056,0.28387,0.061744,2.6769,0.28604,0.082365,2.7016,0.31538,0.11067,2.5528,0.32609,0.14944,2.564,0.33598
10070,11.26206,46.01448,0.030169,2.5533,0.20619,0.036886,2.5811,0.24179,0.0423,2.5637,0.26631,0.049602,2.5189,0.27909,0.055194,2.6172,0.28528,0.062577,2.6804,0.28973,0.083667,2.6981,0.31897,0.11204,2.5515,0.33062,0.14963,2.5868,0.34125
10071,11.33386,46.01577,0.030708,2.5644,0.20961,0.03752,2.5919,0.24518,0.04329,2.5617,0.2706,0.05099,2.5391,0.27786,0.056678,2.6413,0.28507,0.064214,2.6836,0.29103,0.087942,2.6327,0.32174,0.11521,2.5536,0.33573,0.15289,2.6043,0.34673
10072,11.40565,46.01703,0.031454,2.576,0.21371,0.038423,2.605,0.24991,0.04542,2.5593,0.26795,0.053006,2.5613,0.27857,0.058888,2.6461,0.28609,0.067384,2.6496,0.29235,0.094866,2.5515,0.32311,0.1213,2.5487,0.33872,0.16048,2.6167,0.34962
10073,11.47752,46.01824,0.032452,2.5868,0.21793,0.03983,2.6218,0.25586,0.04904,2.5227,0.26821,0.05557,2.5892,0.27865,0.062923,2.6027,0.2893,0.074043,2.533,0.29823,0.10285,2.5261,0.32221,0.13051,2.5572,0.33703,0.17398,2.6124,0.34941
10074,11.54937,46.0194,0.033738,2.5933,0.22426,0.043872,2.5316,0.25455,0.05225,2.5421,0.26938,0.059943,2.5677,0.28284,0.070629,2.491,0.29166,0.082031,2.4676,0.29727,0.11166,2.5116,0.3232,0.14378,2.5316,0.33647,0.19445,2.5825,0.34842
10075,11.6212,46.02053,0.035339,2.6166,0.22869,0.048427,2.48,0.25682,0.05711,2.5087,0.26947,0.067726,2.4499,0.28297,0.077544,2.4394,0.29253,0.089503,2.4522,0.30054,0.12322,2.5009,0.32508,0.16218,2.4989,0.33601,0.2231,2.5352,0.34774
10076,11.69301,46.02161,0.038769,2.559,0.23723,0.052983,2.479,0.25264,0.06274,2.4631,0.27072,0.073892,2.4312,0.28192,0.085168,2.4248,0.29238,0.098597,2.4414,0.30399,0.13862,2.4833,0.32517,0.1869,2.4494,0.33557,0.26166,2.4733,0.34848
10077,11.76488,46.02265,0.043941,2.4921,0.23223,0.057472,2.4859,0.25451,0.06928,2.4412,0.26894,0.081373,2.4195,0.28033,0.094712,2.4158,0.28889,0.11081,2.4128,0.30365,0.15827,2.4478,0.32377,0.21396,2.443,0.33651,0.30024,2.492,0.35146
10078,11.83672,46.02365,0.048639,2.4521,0.23398,0.063188,2.4652,0.25559,0.07649,2.4466,0.26548,0.090958,2.4252,0.27477,0.10649,2.4009,0.28431,0.12489,2.4117,0.29418,0.18029,2.4225,0.32156,0.24188,2.453,0.33908,0.34588,2.4733,0.35932
10079,11.90858,46.0246,0.052372,2.4655,0.23394,0.070022,2.4494,0.25278,0.08445,2.4491,0.26146,0.10057,2.4225,0.2715,0.11795,2.4106,0.28192,0.13953,2.3996,0.29161,0.20225,2.4129,0.3209,0.27342,2.4286,0.34081,0.39438,2.4251,0.36396
10080,11.98043,46.02551,0.055906,2.482,0.23563,0.075509,2.4745,0.25083,0.09236,2.4371,0.26082,0.1101,2.4041,0.27339,0.129,2.4019,0.28086,0.15279,2.3921,0.29153,0.22017,2.4248,0.32132,0.29968,2.4214,0.34115,0.43346,2.3976,0.36954
10081,12.05223,46.02639,0.059072,2.4891,0.23545,0.080775,2.4565,0.25076,0.09823,2.4413,0.2619,0.11739,2.4103,0.27416,0.13766,2.3982,0.28206,0.16317,2.3841,0.29366,0.23565,2.4137,0.32204,0.31946,2.4146,0.3429,0.46028,2.4043,0.37196
10082,12.12406,46.02722,0.061913,2.4922,0.23482,0.085379,2.4351,0.25139,0.10273,2.4364,0.26295,0.12265,2.4095,0.27508,0.14384,2.3952,0.28309,0.17049,2.379,0.29534,0.24603,2.4056,0.32313,0.33316,2.4082,0.34476,0.47812,2.4115,0.37312
10083,12.19595,46.028,0.063895,2.4988,0.23484,0.087772,2.4366,0.2524,0.10564,2.4309,0.26442,0.12595,2.406,0.27612,0.14757,2.3946,0.28432,0.17465,2.3788,0.29676,0.25192,2.4043,0.32431,0.34104,2.4046,0.34602,0.48813,2.4141,0.3742
10084,12.26779,46.02875,0.064886,2.5009,0.23541,0.088888,2.4382,0.25333,0.10695,2.4295,0.26578,0.12736,2.4061,0.27709,0.14912,2.3955,0.28566,0.17633,2.3801,0.29809,0.25418,2.4064,0.32575,0.34429,2.402,0.34693,0.49179,2.4149,0.37516
10085,12.33967,46.02946,0.06503,2.499,0.23785,0.088923,2.4402,0.25423,0.10695,2.4302,0.2667,0.12722,2.4077,0.27814,0.14889,2.3973,0.28703,0.17599,2.3819,0.29933,0.25358,2.4085,0.32678,0.34353,2.4025,0.34738,0.49037,2.4142,0.37545
10086,12.41153,46.03011,0.064453,2.4939,0.23888,0.08798,2.4439,0.25491,0.1058,2.4333,0.26722,0.12572,2.411,0.27935,0.14709,2.4001,0.28841,0.17387,2.3812,0.3058,0.25055,2.4105,0.32755,0.33941,2.404,0.3474,0.48462,2.4123,0.37516
10087,12.48337,46.03073,0.063276,2.486,0.23861,0.086176,2.4502,0.25547,0.10366,2.4385,0.26744,0.12299,2.4177,0.28006,0.14386,2.4048,0.28988,0.17013,2.3877,0.30714,0.24532,2.4132,0.32817,0.33257,2.4053,0.34716,0.47512,2.4088,0.37474
10088,12.55526,46.03131,0.061699,2.4821,0.23963,0.08346,2.4649,0.25619,0.10068,2.4484,0.26774,0.11929,2.4256,0.28127,0.13944,2.4129,0.29136,0.16491,2.397,0.30866,0.23835,2.4164,0.32873,0.32292,2.409,0.34682,0.46236,2.403,0.37446
10089,12.6271,46.03184,0.059964,2.4834,0.23975,0.080181,2.4745,0.25771,0.09751,2.4499,0.26892,0.11522,2.4287,0.2827,0.1345,2.4177,0.29299,0.15861,2.4118,0.31035,0.23025,2.419,0.3296,0.31034,2.4224,0.34644,0.447,2.3967,0.37368
10090,12.69898,46.03233,0.058486,2.4732,0.23982,0.077615,2.4667,0.25993,0.09392,2.4533,0.27042,0.11072,2.4313,0.28413,0.12903,2.4238,0.29487,0.15196,2.4245,0.31216,0.22025,2.4313,0.33073,0.29609,2.4397,0.34649,0.42727,2.4052,0.37262
10091,12.77082,46.03278,0.056996,2.4621,0.2401,0.07467,2.4622,0.26282,0.09018,2.457,0.27204,0.10619,2.4352,0.28506,0.12358,2.4262,0.29665,0.14519,2.4336,0.31431,0.21049,2.4373,0.33195,0.28094,2.4611,0.34663,0.4049,2.4255,0.37172
10092,12.84272,46.03319,0.055334,2.4626,0.24062,0.072022,2.4459,0.266,0.08643,2.4548,0.27465,0.10169,2.4475,0.28552,0.11835,2.428,0.29811,0.13883,2.4376,0.31635,0.20048,2.4487,0.33389,0.26587,2.4864,0.34775,0.38196,2.4503,0.37143
10093,12.91457,46.03355,0.0538,2.469,0.241,0.069688,2.4463,0.26724,0.08321,2.4497,0.27738,0.097923,2.4483,0.28712,0.11393,2.4181,0.30832,0.13346,2.4364,0.31816,0.19172,2.458,0.33629,0.25184,2.5162,0.34907,0.36025,2.4784,0.37201
10094,12.98645,46.03388,0.052693,2.4745,0.23944,0.067955,2.4531,0.26753,0.08076,2.4524,0.2791,0.095094,2.448,0.28908,0.11052,2.4216,0.31024,0.12929,2.4395,0.31919,0.1848,2.4694,0.33807,0.24063,2.5466,0.35029,0.34297,2.5038,0.37349
10095,13.0583,46.03416,0.052166,2.4789,0.23934,0.067114,2.4586,0.26737,0.07962,2.4529,0.2797,0.093344,2.4589,0.2898,0.1088,2.4248,0.31097,0.12721,2.4417,0.31943,0.18136,2.4774,0.33863,0.23525,2.5606,0.35114,0.33415,2.5197,0.37433
10096,13.13016,46.0344,0.052321,2.4779,0.23916,0.067376,2.4583,0.26687,0.07992,2.4613,0.27835,0.094074,2.4553,0.28866,0.10937,2.4247,0.31009,0.12797,2.4416,0.31848,0.18285,2.4748,0.33745,0.23734,2.5585,0.35012,0.33764,2.515,0.3739
10097,13.20205,46.03459,0.053186,2.4736,0.2403,0.068795,2.4556,0.26575,0.08195,2.4615,0.27605,0.096579,2.457,0.28573,0.11237,2.4293,0.29941,0.13174,2.4383,0.31634,0.18953,2.4609,0.33462,0.24811,2.5306,0.3475,0.35471,2.4874,0.37193
10098,13.27393,46.03474,0.054632,2.4663,0.2394,0.071137,2.4595,0.26328,0.0853,2.4687,0.2719,0.10041,2.4608,0.28272,0.11719,2.4354,0.29538,0.13773,2.4359,0.31326,0.19984,2.4428,0.33097,0.26518,2.4853,0.34518,0.38157,2.4476,0.36999
10099,13.34579,46.03486,0.056357,2.4587,0.23828,0.073911,2.4792,0.25876,0.08958,2.4654,0.26829,0.10539,2.4472,0.28103,0.12294,2.4359,0.29189,0.14502,2.427,0.30817,0.21136,2.4283,0.32729,0.28422,2.4375,0.34357,0.41117,2.4065,0.36961
10100,13.41768,46.03493,0.057596,2.4638,0.23738,0.076494,2.4829,0.25519,0.09301,2.4603,0.26613,0.10996,2.4362,0.27899,0.12858,2.4251,0.28865,0.15211,2.4119,0.29888,0.22161,2.4102,0.32513,0.29878,2.4142,0.34295,0.4313,2.4033,0.36949
