ID,Longitude,Latitude,ag30,F030,Tcs30,ag50,F050,Tcs50,ag72,F072,Tcs72,ag101,F0101,Tcs101,ag140,F0140,Tcs140,ag201,F0201,Tcs201,ag475,F0475,Tcs475,ag975,F0975,Tcs975,ag2475,F02475,Tcs2475
36780,16.03464,40.00603,0.057187,2.4193,0.2758,0.07794,2.3905,0.28823,0.09678,2.3356,0.29861,0.11681,2.3243,0.31823,0.13943,2.3149,0.32633,0.16951,2.3022,0.33732,0.26064,2.2933,0.36641,0.35313,2.3506,0.39327,0.49325,2.4747,0.43306
36781,16.09979,40.00453,0.055544,2.4225,0.2758,0.075406,2.3879,0.2909,0.09347,2.3336,0.308,0.1126,2.3311,0.32092,0.13383,2.3286,0.32831,0.16251,2.3158,0.33937,0.24886,2.3058,0.36726,0.33805,2.356,0.39298,0.47519,2.4748,0.43103
36782,16.16499,40.00298,0.052586,2.4267,0.27532,0.070687,2.3758,0.2957,0.08652,2.3513,0.31427,0.10336,2.3561,0.32661,0.12258,2.3529,0.33431,0.14802,2.3433,0.34529,0.22608,2.3179,0.37199,0.30797,2.3517,0.39493,0.43568,2.4525,0.431
36783,16.23021,40.00139,0.049923,2.3597,0.27984,0.064539,2.3651,0.30562,0.07728,2.3841,0.32319,0.091565,2.3899,0.33344,0.10712,2.4043,0.34599,0.12759,2.4002,0.35711,0.19075,2.3397,0.40321,0.26478,2.3278,0.41902,0.37529,2.4011,0.43899
36784,16.29536,39.99978,0.045932,2.383,0.28238,0.058005,2.4238,0.3116,0.06893,2.4325,0.33024,0.079863,2.4702,0.34398,0.093237,2.4581,0.35982,0.10961,2.4533,0.3726,0.15962,2.4212,0.4217,0.21571,2.4223,0.43668,0.31024,2.4012,0.45354
36785,16.36055,39.99812,0.042389,2.4215,0.28299,0.053689,2.436,0.31708,0.06227,2.4945,0.33569,0.072597,2.4965,0.35392,0.083268,2.5116,0.36891,0.097333,2.4666,0.40185,0.13802,2.4829,0.43743,0.17927,2.5451,0.45354,0.24481,2.605,0.46668
36786,16.42576,39.99641,0.039708,2.4523,0.2833,0.050583,2.4311,0.32212,0.05831,2.5124,0.33893,0.067599,2.5033,0.36002,0.077165,2.5175,0.37617,0.089676,2.4898,0.40902,0.12457,2.5186,0.44567,0.15907,2.5862,0.46478,0.20976,2.6722,0.50746
36787,16.49091,39.99467,0.038183,2.4379,0.28288,0.048215,2.4219,0.32418,0.05578,2.4859,0.34382,0.063848,2.5136,0.36429,0.073035,2.5101,0.37998,0.083908,2.5118,0.41429,0.11495,2.5446,0.45081,0.14483,2.6093,0.47103,0.18766,2.7187,0.5207
36788,16.55608,39.9929,0.03681,2.4223,0.28285,0.046103,2.4266,0.32341,0.05354,2.471,0.34906,0.060675,2.5293,0.36716,0.069504,2.5081,0.38221,0.079287,2.5229,0.41873,0.10743,2.5708,0.454,0.13396,2.6192,0.50467,0.17156,2.7532,0.52846
36789,16.62127,39.99109,0.035632,2.4061,0.28318,0.044297,2.4368,0.32404,0.05161,2.4579,0.35255,0.05846,2.5214,0.36975,0.066504,2.5156,0.38513,0.075898,2.5187,0.42222,0.10129,2.5899,0.45739,0.1255,2.6497,0.50873,0.15933,2.7877,0.53104
36790,16.6864,39.98923,0.034592,2.3905,0.28323,0.04274,2.4449,0.32489,0.04992,2.4457,0.35408,0.056648,2.5087,0.37183,0.063947,2.5229,0.38688,0.072987,2.5167,0.4242,0.096587,2.5978,0.45939,0.1188,2.6726,0.51149,0.15016,2.8131,0.53321
36809,17.92377,39.9468,0.016968,2.3438,0.16406,0.022798,2.3262,0.24604,0.02743,2.3367,0.31136,0.031779,2.4011,0.34187,0.035972,2.4654,0.36602,0.040782,2.5024,0.41499,0.054736,2.5814,0.51719,0.067575,2.7125,0.54242,0.08603,2.8774,0.57368
36810,17.98884,39.94418,0.01659,2.3571,0.16348,0.022287,2.3369,0.23813,0.02698,2.3356,0.29528,0.031373,2.3874,0.33363,0.035616,2.4553,0.35815,0.040418,2.4848,0.40589,0.05515,2.5339,0.51381,0.069176,2.6386,0.54447,0.089862,2.7757,0.5803
36811,18.05391,39.94152,0.016292,2.3792,0.16289,0.021884,2.3558,0.23152,0.02666,2.3404,0.28718,0.031132,2.3794,0.32442,0.035451,2.4497,0.3486,0.040327,2.4715,0.40392,0.056092,2.4892,0.50678,0.07182,2.5689,0.53904,0.095276,2.7071,0.56665
36812,18.119,39.93883,0.016123,2.3952,0.16223,0.021646,2.3718,0.22581,0.0265,2.3443,0.27948,0.031047,2.3709,0.31551,0.035437,2.4437,0.3408,0.040441,2.5097,0.37204,0.057381,2.5309,0.44454,0.074953,2.5925,0.51064,0.10186,2.758,0.54337
36813,18.18406,39.9361,0.016069,2.4005,0.16165,0.021543,2.3852,0.2185,0.02643,2.3527,0.27001,0.031009,2.3678,0.30705,0.035429,2.4592,0.34088,0.040507,2.5355,0.36969,0.058772,2.6266,0.42224,0.078847,2.6595,0.46523,0.10958,2.7182,0.53682
36814,18.24912,39.93333,0.016082,2.3921,0.16087,0.021539,2.4048,0.21507,0.02641,2.3821,0.26815,0.030967,2.3936,0.29665,0.036567,2.428,0.32683,0.042474,2.5758,0.34278,0.060339,2.6265,0.42806,0.083599,2.635,0.48275,0.11842,2.6661,0.53863
36815,18.31414,39.93053,0.016207,2.3839,0.15938,0.021795,2.4154,0.21858,0.02665,2.4135,0.24576,0.032666,2.4784,0.27073,0.037313,2.5842,0.2876,0.04373,2.5689,0.33102,0.063029,2.6319,0.45371,0.090257,2.5797,0.48506,0.13028,2.6104,0.5324
36816,18.37922,39.92768,0.016519,2.3889,0.15582,0.022516,2.4052,0.21866,0.0286,2.5145,0.21732,0.033607,2.6053,0.25188,0.038437,2.644,0.27611,0.045733,2.567,0.32131,0.067352,2.6468,0.4652,0.099788,2.513,0.47941,0.14544,2.5621,0.5259
36817,18.44425,39.9248,0.017006,2.401,0.1522,0.023909,2.5226,0.20933,0.03005,2.6262,0.20688,0.035377,2.6511,0.24246,0.040762,2.6813,0.26789,0.04914,2.5722,0.31983,0.073764,2.6271,0.45793,0.11183,2.4706,0.46812,0.16397,2.5262,0.51689
36818,18.50928,39.92188,0.017757,2.4029,0.17228,0.026085,2.6245,0.19599,0.03229,2.6651,0.20506,0.038106,2.701,0.23617,0.045208,2.6474,0.26431,0.053916,2.6616,0.2918,0.082436,2.6204,0.4469,0.12694,2.4314,0.45571,0.18759,2.5281,0.45819
36989,15.18557,39.97216,0.027971,2.3838,0.27378,0.034918,2.4379,0.32626,0.0398,2.5108,0.35894,0.045897,2.4631,0.40284,0.051844,2.4988,0.42829,0.058432,2.5649,0.44606,0.076441,2.6605,0.51965,0.093029,2.7754,0.54423,0.1161,2.9429,0.56879
36990,15.25076,39.97115,0.029155,2.3829,0.27628,0.036166,2.4519,0.32509,0.04151,2.5009,0.35964,0.047897,2.4508,0.40215,0.054058,2.5012,0.42461,0.061053,2.5549,0.44267,0.080401,2.642,0.51563,0.098509,2.7497,0.53849,0.12373,2.907,0.56154
36991,15.31591,39.9701,0.030407,2.3836,0.27938,0.037492,2.4675,0.32338,0.0435,2.4836,0.35993,0.050111,2.4743,0.38721,0.056489,2.505,0.42004,0.064344,2.5313,0.43896,0.085498,2.6049,0.5109,0.10531,2.7128,0.53206,0.13312,2.8621,0.55424
36992,15.38108,39.96902,0.031777,2.3916,0.28162,0.038953,2.485,0.32146,0.04575,2.4672,0.35928,0.052543,2.4829,0.38269,0.059102,2.5153,0.41477,0.06801,2.5196,0.43419,0.091235,2.6008,0.4679,0.11319,2.6735,0.52496,0.14418,2.815,0.54603
36993,15.44627,39.96789,0.033311,2.4144,0.2803,0.040878,2.4919,0.32104,0.04829,2.4668,0.35553,0.055244,2.5066,0.37656,0.062539,2.5075,0.40905,0.072275,2.5131,0.42902,0.097951,2.5802,0.46279,0.12275,2.632,0.51738,0.158,2.7617,0.53813
36994,15.5114,39.96673,0.035084,2.4302,0.27994,0.043663,2.4612,0.32192,0.05125,2.4753,0.35042,0.058356,2.5304,0.37001,0.067012,2.4843,0.40248,0.077229,2.51,0.42224,0.10649,2.551,0.45578,0.13485,2.5891,0.50686,0.17569,2.7134,0.52917
36996,15.64175,39.96429,0.039573,2.4467,0.2802,0.050819,2.4137,0.31832,0.05885,2.4972,0.33489,0.068839,2.4874,0.3556,0.078907,2.5077,0.3684,0.092674,2.4581,0.40244,0.13149,2.4805,0.43716,0.17109,2.5467,0.45505,0.2346,2.6033,0.46937
36997,15.70691,39.96301,0.043505,2.3971,0.28102,0.055715,2.407,0.31178,0.06591,2.434,0.33024,0.076969,2.4544,0.34484,0.089624,2.4568,0.35811,0.10532,2.4537,0.3724,0.15344,2.4249,0.42276,0.20757,2.4263,0.43806,0.3,2.397,0.45167
36998,15.77205,39.9617,0.047492,2.3798,0.2809,0.061902,2.3786,0.30604,0.07472,2.3784,0.32296,0.08841,2.3903,0.33347,0.10338,2.405,0.34718,0.12277,2.4115,0.35718,0.18394,2.3479,0.40397,0.25569,2.3339,0.41776,0.36521,2.3917,0.43666
36999,15.83722,39.96035,0.050933,2.4252,0.27733,0.068536,2.3857,0.29629,0.08398,2.3619,0.31559,0.10035,2.3676,0.327,0.11959,2.3564,0.33532,0.1441,2.3521,0.34568,0.22061,2.3194,0.37168,0.3013,2.351,0.39308,0.42786,2.4449,0.42984
37000,15.90236,39.95895,0.054485,2.4195,0.27623,0.073972,2.3891,0.29215,0.09178,2.3382,0.30908,0.1106,2.3344,0.32163,0.13138,2.3334,0.32888,0.15961,2.3198,0.33954,0.24439,2.3102,0.36672,0.33279,2.3557,0.39216,0.46917,2.4718,0.43004
37001,15.96753,39.95753,0.056823,2.4186,0.27616,0.077419,2.389,0.28901,0.09611,2.3358,0.29926,0.11598,2.3253,0.31905,0.13841,2.3157,0.32693,0.16811,2.3044,0.33784,0.25813,2.2968,0.36646,0.35027,2.3517,0.39326,0.49027,2.4752,0.43256
37002,16.03268,39.95606,0.057635,2.4194,0.27581,0.078526,2.3856,0.28848,0.09735,2.334,0.299,0.11746,2.3233,0.31863,0.14014,2.3141,0.32686,0.17035,2.3012,0.33769,0.26174,2.2934,0.3667,0.35473,2.3504,0.39387,0.49537,2.4755,0.43352
37003,16.09781,39.95455,0.056921,2.4249,0.27565,0.077447,2.3844,0.28981,0.09592,2.3284,0.30741,0.11563,2.3261,0.31989,0.13744,2.3242,0.3279,0.16721,2.3073,0.33877,0.25603,2.3017,0.36714,0.3476,2.3544,0.39395,0.4871,2.4767,0.43265
37004,16.16297,39.953,0.054727,2.4267,0.27551,0.074083,2.375,0.29372,0.09127,2.3389,0.31116,0.10963,2.3376,0.32394,0.12973,2.3405,0.33114,0.15676,2.336,0.3418,0.23968,2.3193,0.36869,0.32669,2.3581,0.39419,0.46106,2.4704,0.43105
37005,16.22809,39.95142,0.05221,2.3803,0.2772,0.068932,2.3491,0.30433,0.08324,2.3612,0.31859,0.099048,2.3643,0.3309,0.11656,2.374,0.33972,0.13924,2.3809,0.35006,0.21288,2.3291,0.37727,0.29062,2.3356,0.41132,0.41213,2.4358,0.4341
37006,16.29322,39.9498,0.048611,2.3579,0.28215,0.061874,2.3965,0.30953,0.07407,2.4018,0.32796,0.0869,2.4214,0.33957,0.1009,2.4374,0.35389,0.11911,2.4447,0.36468,0.17688,2.3768,0.41142,0.24244,2.3712,0.42751,0.34725,2.3989,0.44592
37007,16.35834,39.94814,0.044769,2.3959,0.28381,0.056548,2.4323,0.3152,0.0666,2.4553,0.33375,0.077203,2.4812,0.34994,0.089423,2.4804,0.3658,0.1045,2.4773,0.38007,0.14917,2.4758,0.42893,0.19936,2.477,0.44475,0.2818,2.4755,0.46066
37008,16.4235,39.94645,0.041604,2.432,0.28448,0.052911,2.4363,0.32044,0.06124,2.5012,0.33814,0.071427,2.492,0.35747,0.081569,2.5124,0.37344,0.095169,2.4726,0.40648,0.13325,2.5018,0.44089,0.17142,2.5677,0.45782,0.22833,2.6662,0.47172
37009,16.48859,39.94471,0.039499,2.445,0.28445,0.050382,2.4223,0.32504,0.05817,2.4959,0.34173,0.067347,2.4886,0.36243,0.076805,2.5074,0.37899,0.088919,2.4901,0.4106,0.12225,2.5303,0.44671,0.15503,2.5915,0.46774,0.20233,2.6937,0.50764
37010,16.55374,39.94293,0.038044,2.432,0.28402,0.048166,2.4143,0.32617,0.05583,2.4734,0.34579,0.063975,2.5006,0.36545,0.073115,2.5006,0.38116,0.083881,2.5051,0.41565,0.11415,2.5487,0.45144,0.14299,2.6173,0.47119,0.18424,2.725,0.51713
37011,16.61887,39.94112,0.036759,2.4171,0.28414,0.046204,2.42,0.32542,0.05376,2.4611,0.35051,0.061086,2.5153,0.36785,0.069917,2.4987,0.38281,0.079701,2.5157,0.41929,0.10763,2.5662,0.45373,0.13381,2.641,0.47333,0.17091,2.7556,0.52316
37012,16.68399,39.93927,0.035688,2.4008,0.28424,0.044584,2.4278,0.32574,0.05203,2.4492,0.35354,0.059003,2.513,0.36978,0.067276,2.504,0.38487,0.07674,2.5116,0.42157,0.10246,2.5798,0.45546,0.12682,2.6595,0.47454,0.16102,2.7802,0.5253
37032,17.98542,39.89425,0.016786,2.3534,0.16391,0.022582,2.333,0.23932,0.02729,2.3379,0.29656,0.031702,2.3971,0.33397,0.035961,2.4651,0.35812,0.040894,2.4899,0.4063,0.055639,2.5475,0.5115,0.069789,2.6515,0.54131,0.090587,2.7883,0.57647
37033,18.05044,39.8916,0.016482,2.376,0.1632,0.022171,2.3516,0.23262,0.02695,2.3434,0.28781,0.031435,2.3883,0.32478,0.03576,2.459,0.34884,0.040765,2.4775,0.40382,0.056512,2.503,0.5046,0.07236,2.5807,0.53629,0.096362,2.71,0.56189
37034,18.11546,39.8889,0.016315,2.3918,0.16252,0.021931,2.3675,0.22731,0.02678,2.3484,0.28044,0.031325,2.3803,0.31652,0.035711,2.4551,0.34145,0.040836,2.5139,0.37316,0.05821,2.5264,0.44417,0.075438,2.6139,0.5092,0.10266,2.7729,0.54308
37035,18.18049,39.88617,0.016278,2.3962,0.16189,0.021848,2.38,0.22084,0.02672,2.3579,0.27166,0.031282,2.379,0.30853,0.035687,2.4734,0.34168,0.040883,2.541,0.37068,0.059329,2.6352,0.42262,0.079278,2.6772,0.46614,0.11046,2.7254,0.5369
37036,18.24547,39.88341,0.01633,2.3917,0.16081,0.021906,2.3977,0.21724,0.02676,2.3885,0.2694,0.0313,2.3986,0.29845,0.037044,2.4334,0.32794,0.043081,2.5714,0.34413,0.061105,2.6279,0.42995,0.084268,2.647,0.48152,0.11964,2.668,0.5393
37037,18.31049,39.88061,0.016518,2.3817,0.15939,0.022263,2.4049,0.22068,0.02712,2.411,0.25068,0.033122,2.487,0.27219,0.037789,2.5895,0.28911,0.044457,2.5625,0.33298,0.063966,2.6308,0.45434,0.091314,2.5836,0.48401,0.13201,2.6097,0.53296
37038,18.37546,39.87777,0.016885,2.3824,0.15615,0.023078,2.3958,0.22027,0.02915,2.5209,0.21781,0.034196,2.6047,0.2542,0.039067,2.646,0.27768,0.04669,2.5552,0.32341,0.068627,2.6356,0.46495,0.10125,2.515,0.47788,0.14781,2.5595,0.52714
37039,18.44046,39.87489,0.017389,2.3987,0.15259,0.024608,2.5109,0.21009,0.0307,2.6254,0.20861,0.036094,2.6529,0.24487,0.041888,2.6597,0.26926,0.050278,2.573,0.32055,0.075154,2.6294,0.45612,0.11384,2.4755,0.46664,0.16736,2.5244,0.51384
37040,18.50544,39.87197,0.018188,2.397,0.17393,0.026717,2.6217,0.1972,0.03301,2.6651,0.20694,0.038905,2.7037,0.24079,0.046381,2.6423,0.26662,0.055134,2.67,0.29258,0.084692,2.6133,0.44576,0.12994,2.4328,0.45341,0.19269,2.5256,0.45675
37213,15.31452,39.92012,0.029853,2.3819,0.27863,0.036917,2.4603,0.32488,0.04263,2.4907,0.36036,0.049128,2.4503,0.40129,0.055398,2.5032,0.4227,0.062834,2.5419,0.44108,0.083093,2.6237,0.51352,0.10204,2.7291,0.53628,0.12866,2.8791,0.5592
37214,15.37963,39.91903,0.031168,2.3846,0.28144,0.038316,2.4768,0.32295,0.04475,2.4733,0.36055,0.051456,2.4778,0.38551,0.057924,2.5099,0.41762,0.06631,2.5253,0.43605,0.088466,2.5874,0.50824,0.10932,2.6904,0.52965,0.13856,2.8384,0.55131
37215,15.44476,39.91791,0.0326,2.4022,0.28166,0.039844,2.4967,0.32203,0.0471,2.4627,0.35829,0.053973,2.4965,0.38031,0.06077,2.5175,0.41196,0.070169,2.5157,0.43221,0.094582,2.5912,0.46576,0.1178,2.6527,0.52214,0.15083,2.787,0.54268
37218,15.6401,39.91431,0.038396,2.4449,0.28114,0.048864,2.4244,0.32214,0.0567,2.4987,0.33868,0.065593,2.5111,0.36072,0.075412,2.5089,0.37507,0.087873,2.4838,0.40872,0.12357,2.5032,0.4439,0.15938,2.5681,0.46174,0.21279,2.6488,0.51218
37219,15.70522,39.91303,0.041409,2.4238,0.28182,0.053092,2.4152,0.31654,0.06181,2.4781,0.3346,0.072443,2.4722,0.35244,0.083422,2.4915,0.36513,0.097792,2.4785,0.38216,0.13958,2.4714,0.43338,0.1842,2.5111,0.45105,0.25893,2.5229,0.4628
37220,15.77032,39.91172,0.045598,2.3767,0.28206,0.05815,2.4082,0.31034,0.06955,2.4126,0.32881,0.081089,2.4434,0.34118,0.094827,2.4371,0.35604,0.1121,2.4361,0.36707,0.1642,2.4025,0.41788,0.22419,2.3985,0.43137,0.32456,2.3831,0.44735
37221,15.83543,39.91037,0.049458,2.3805,0.28037,0.065071,2.3628,0.30473,0.07851,2.3738,0.32102,0.093681,2.3715,0.33152,0.10998,2.3837,0.3434,0.13112,2.3877,0.35389,0.19796,2.3546,0.38078,0.27442,2.3236,0.41394,0.38963,2.4084,0.43539
37222,15.90051,39.90898,0.052802,2.4255,0.27644,0.071389,2.3768,0.29563,0.08771,2.3496,0.31348,0.10517,2.3505,0.32568,0.12496,2.3448,0.33286,0.15078,2.34,0.34371,0.23053,2.3205,0.36979,0.31447,2.3556,0.39379,0.44527,2.4597,0.43027
37223,15.96564,39.90755,0.055937,2.4212,0.27642,0.076104,2.3813,0.29136,0.09418,2.332,0.30854,0.1135,2.3287,0.32125,0.13424,2.3375,0.32875,0.16375,2.3139,0.33955,0.25035,2.3081,0.3672,0.34052,2.3569,0.39357,0.47891,2.4765,0.43161
37224,16.03072,39.90608,0.057692,2.4203,0.27596,0.078607,2.378,0.28953,0.09723,2.3241,0.30741,0.11727,2.321,0.31927,0.13926,2.3216,0.32762,0.16964,2.3024,0.33836,0.25977,2.2994,0.36705,0.35272,2.3524,0.39431,0.49344,2.4771,0.43354
37225,16.09581,39.90458,0.058028,2.4223,0.27567,0.07904,2.3734,0.28981,0.0976,2.3231,0.30789,0.11758,2.3213,0.31938,0.13918,2.3284,0.32794,0.17,2.3023,0.33868,0.2598,2.302,0.36749,0.35285,2.3536,0.39479,0.49366,2.4782,0.43387
37226,16.16093,39.90303,0.056731,2.4234,0.27584,0.077123,2.3686,0.29204,0.09501,2.3279,0.30975,0.11438,2.3235,0.32184,0.13453,2.3427,0.32957,0.16314,2.3309,0.34033,0.24991,2.3147,0.36801,0.34032,2.3596,0.39482,0.47894,2.4793,0.43232
37227,16.22602,39.90145,0.054655,2.3923,0.27628,0.073182,2.3498,0.29691,0.08913,2.3412,0.31484,0.10676,2.3389,0.3274,0.1254,2.3539,0.33467,0.14955,2.3729,0.34524,0.2292,2.3358,0.37137,0.31322,2.363,0.39588,0.44393,2.4637,0.43219
37228,16.2911,39.89983,0.051664,2.3514,0.27955,0.067078,2.3505,0.30741,0.07989,2.3827,0.32392,0.094772,2.3843,0.33623,0.11079,2.4013,0.34611,0.13096,2.4148,0.35752,0.19808,2.3261,0.40261,0.27179,2.3422,0.41912,0.38615,2.4173,0.44058
37229,16.35618,39.89817,0.047684,2.3646,0.28376,0.060098,2.4208,0.31228,0.07182,2.4186,0.3323,0.083525,2.4529,0.3448,0.096816,2.4528,0.36057,0.1137,2.461,0.37214,0.16686,2.4015,0.42011,0.22499,2.4088,0.43649,0.32022,2.4211,0.45442
37230,16.42128,39.89647,0.044246,2.4001,0.28427,0.055892,2.4339,0.3179,0.0657,2.4584,0.337,0.076209,2.4776,0.35439,0.087894,2.4795,0.36998,0.10218,2.4515,0.40194,0.14404,2.4933,0.43266,0.1868,2.5471,0.45024,0.2579,2.5811,0.46681
37231,16.48633,39.89474,0.041519,2.4273,0.28509,0.052986,2.4253,0.32299,0.0614,2.4869,0.34043,0.071518,2.4744,0.35978,0.081572,2.5015,0.37593,0.09487,2.4697,0.40754,0.1315,2.5097,0.44133,0.16769,2.573,0.45944,0.22087,2.6859,0.4749
37232,16.55141,39.89296,0.039583,2.4372,0.28512,0.050664,2.4115,0.32714,0.05857,2.4807,0.34356,0.06791,2.4719,0.36322,0.07737,2.4967,0.38006,0.089486,2.4805,0.40993,0.12202,2.5348,0.44477,0.15424,2.5903,0.46617,0.20014,2.6936,0.50258
37233,16.61649,39.89116,0.03824,2.4248,0.28497,0.048643,2.4045,0.3283,0.05645,2.4627,0.34673,0.064903,2.4812,0.36579,0.074102,2.4901,0.38152,0.085099,2.4917,0.41374,0.11515,2.5473,0.44733,0.14435,2.6097,0.46853,0.18577,2.7109,0.50858
37234,16.68155,39.88931,0.037084,2.411,0.28494,0.04691,2.4059,0.32737,0.05463,2.4494,0.35041,0.062391,2.492,0.36758,0.071356,2.4871,0.38192,0.081482,2.501,0.41669,0.10987,2.5555,0.44874,0.13698,2.625,0.46932,0.17542,2.7306,0.50987
37255,18.04696,39.84166,0.016638,2.3721,0.16347,0.022417,2.3474,0.23359,0.02721,2.3444,0.28903,0.031693,2.3939,0.32535,0.036024,2.4662,0.34921,0.041132,2.4825,0.40351,0.056804,2.5168,0.50271,0.072646,2.5947,0.53399,0.097072,2.7095,0.55956
37256,18.11193,39.83898,0.016457,2.3888,0.16277,0.02215,2.3644,0.22887,0.027,2.3514,0.28156,0.031535,2.3889,0.31768,0.035917,2.4653,0.34256,0.041126,2.5181,0.37375,0.05845,2.5357,0.44496,0.075887,2.6171,0.50946,0.10279,2.7872,0.54335
37257,18.1769,39.83625,0.016427,2.3936,0.16206,0.022072,2.3771,0.22296,0.02693,2.3621,0.27329,0.031485,2.3871,0.30902,0.03588,2.484,0.34246,0.041159,2.5459,0.37148,0.059715,2.6415,0.42282,0.079347,2.6938,0.4651,0.1107,2.735,0.53771
37258,18.24185,39.83349,0.016521,2.3907,0.16075,0.022196,2.391,0.2188,0.02704,2.3906,0.27,0.031579,2.3968,0.30531,0.037278,2.4404,0.32963,0.043488,2.5702,0.34522,0.061583,2.6306,0.42886,0.084573,2.6564,0.48025,0.12019,2.6709,0.53882
37259,18.3068,39.83069,0.016752,2.3789,0.15941,0.022625,2.3944,0.22185,0.02749,2.4062,0.25183,0.033437,2.479,0.27515,0.038116,2.5535,0.30419,0.044939,2.5589,0.33473,0.064526,2.6306,0.45249,0.091794,2.5885,0.48266,0.13283,2.6091,0.53437
37260,18.37174,39.82785,0.017148,2.3763,0.15663,0.023481,2.3884,0.22176,0.02954,2.5084,0.2251,0.034614,2.6013,0.25671,0.039512,2.6443,0.27931,0.04734,2.5463,0.32491,0.069419,2.6253,0.464,0.10172,2.5228,0.47688,0.14891,2.5577,0.52725
37261,18.43671,39.82497,0.01764,2.3951,0.15319,0.024884,2.4973,0.21267,0.03112,2.6216,0.21004,0.036556,2.6507,0.24729,0.042601,2.6445,0.27044,0.050994,2.6021,0.29674,0.075804,2.6341,0.45521,0.11457,2.4844,0.46622,0.16915,2.5531,0.46645
37262,18.50163,39.82206,0.018396,2.3953,0.17521,0.02707,2.6176,0.19818,0.03342,2.6616,0.20829,0.039364,2.7037,0.24314,0.047063,2.6382,0.26798,0.055863,2.6732,0.29333,0.085974,2.6099,0.445,0.13134,2.4406,0.45263,0.19578,2.5247,0.45557
37441,15.70352,39.86305,0.039656,2.4491,0.28281,0.050793,2.4251,0.32141,0.05872,2.5087,0.3383,0.068549,2.4968,0.35925,0.078512,2.5144,0.37243,0.092045,2.4692,0.40629,0.13013,2.4884,0.44151,0.16852,2.5572,0.45934,0.22593,2.6554,0.47301
37442,15.76859,39.86174,0.043327,2.403,0.28291,0.05524,2.42,0.31544,0.06498,2.4534,0.33456,0.075776,2.4698,0.34958,0.087847,2.4743,0.36367,0.10291,2.4687,0.3788,0.14865,2.4505,0.42904,0.19939,2.4527,0.44463,0.28265,2.4539,0.45826
37443,15.83365,39.86038,0.047707,2.3586,0.28298,0.060838,2.4009,0.30942,0.0732,2.3966,0.32777,0.086013,2.4157,0.33834,0.10005,2.4307,0.3529,0.11889,2.4269,0.36322,0.17584,2.3763,0.411,0.24178,2.3694,0.4266,0.34737,2.3937,0.44407
37444,15.8987,39.859,0.051612,2.3816,0.27868,0.068456,2.3477,0.30498,0.08259,2.364,0.31938,0.09863,2.36,0.33128,0.11609,2.3712,0.34022,0.1388,2.3775,0.35047,0.21193,2.3308,0.37739,0.2896,2.3355,0.41128,0.41092,2.4346,0.43413
37445,15.96376,39.85756,0.054726,2.4236,0.27643,0.074362,2.3614,0.29488,0.09115,2.3399,0.31242,0.10963,2.3344,0.32483,0.12943,2.3422,0.3322,0.15572,2.3476,0.34265,0.23825,2.3261,0.36926,0.32501,2.3621,0.3949,0.45925,2.4716,0.43176
37446,16.0288,39.8561,0.057385,2.4244,0.27606,0.078355,2.3639,0.2914,0.09634,2.3266,0.30951,0.11611,2.3215,0.32111,0.13642,2.3446,0.32927,0.16618,2.323,0.33986,0.25422,2.313,0.36809,0.34591,2.3596,0.39514,0.48575,2.4811,0.4334
37447,16.09385,39.8546,0.058741,2.4185,0.2761,0.080159,2.3602,0.29044,0.0985,2.3211,0.30895,0.1183,2.3242,0.32012,0.13908,2.3458,0.32892,0.16997,2.3168,0.33905,0.25987,2.3112,0.36831,0.35335,2.3579,0.3959,0.49471,2.4822,0.43487
37448,16.15891,39.85305,0.058446,2.4157,0.2765,0.079617,2.3582,0.29144,0.09779,2.3208,0.30992,0.11732,2.3249,0.32104,0.13763,2.3501,0.32973,0.16706,2.335,0.33972,0.25589,2.3201,0.36853,0.34856,2.3622,0.39598,0.48947,2.4842,0.4344
37449,16.22391,39.85147,0.057124,2.3958,0.27708,0.077021,2.3506,0.29459,0.09424,2.3272,0.31263,0.1129,2.3286,0.325,0.1324,2.3496,0.33254,0.1575,2.3792,0.34277,0.24171,2.3417,0.36994,0.33055,2.3719,0.39637,0.46753,2.4815,0.43341
37450,16.28896,39.84985,0.05472,2.3561,0.27739,0.072443,2.3202,0.30719,0.08725,2.3396,0.31982,0.10319,2.3575,0.33292,0.12072,2.3781,0.33959,0.14307,2.4038,0.35079,0.21663,2.3646,0.37693,0.29683,2.3641,0.41236,0.42269,2.4579,0.43553
37451,16.35399,39.8482,0.050841,2.3518,0.28142,0.065319,2.3665,0.31064,0.07765,2.3956,0.32837,0.091374,2.4092,0.34145,0.10608,2.4288,0.35233,0.12468,2.4451,0.36449,0.18455,2.3785,0.4108,0.25192,2.384,0.4271,0.35834,2.424,0.44828
37452,16.41903,39.8465,0.047195,2.3709,0.28475,0.059343,2.4293,0.31474,0.0708,2.4256,0.33536,0.082167,2.46,0.34928,0.095197,2.4515,0.36443,0.11129,2.4545,0.37832,0.15742,2.4807,0.42423,0.20972,2.4863,0.44219,0.2956,2.4927,0.46084
37453,16.48405,39.84477,0.04421,2.4009,0.2848,0.056074,2.4261,0.31952,0.066,2.4475,0.33921,0.076527,2.4647,0.3567,0.088211,2.4715,0.37082,0.10236,2.4482,0.40118,0.14281,2.4948,0.43412,0.18379,2.55,0.45261,0.24503,2.6583,0.46936
